GHG source,Federal organization,Fiscal year,GHG scope,Energy category,Energy type,Location,Energy use (GJ),Emissions (t)
facilities,Agriculture and Agri-Food Canada,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,ON,16.29599822,1.160016306
facilities,Agriculture and Agri-Food Canada,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,ON,20.87350178,1.465512589
facilities,Agriculture and Agri-Food Canada,FY 2005-06,1,liquified petroleum gas,propane,NS,36.86907375,2.249569967
facilities,Agriculture and Agri-Food Canada,FY 2005-06,1,liquified petroleum gas,propane,NB,77.0765481,4.702831477
facilities,Agriculture and Agri-Food Canada,FY 2005-06,1,liquified petroleum gas,propane,QC,83.8773613,5.117785156
facilities,Agriculture and Agri-Food Canada,FY 2005-06,1,liquified petroleum gas,propane,ON,293.6971302,17.91996157
facilities,Agriculture and Agri-Food Canada,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NB,600.932436,42.77683282
facilities,Agriculture and Agri-Food Canada,FY 2005-06,1,liquified petroleum gas,propane,PE,619.0244942,37.7698245
facilities,Agriculture and Agri-Food Canada,FY 2005-06,1,liquified petroleum gas,propane,SK,658.7585897,40.19420034
facilities,Agriculture and Agri-Food Canada,FY 2005-06,2,electricity,electricity,NL,1844.585678,10.24769896
facilities,Agriculture and Agri-Food Canada,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,2057.948298,146.4931778
facilities,Agriculture and Agri-Food Canada,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,QC,2114.018055,148.4236178
facilities,Agriculture and Agri-Food Canada,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,4586.587799,326.4920483
facilities,Agriculture and Agri-Food Canada,FY 2005-06,2,electricity,electricity,PE,9026.55687,1002.951021
facilities,Agriculture and Agri-Food Canada,FY 2005-06,2,district heating,district energy - steam,MB,15348.99915,1280.571373
facilities,Agriculture and Agri-Food Canada,FY 2005-06,2,district heating,district energy - steam,QC,16322.0011,1361.749008
facilities,Agriculture and Agri-Food Canada,FY 2005-06,2,electricity,electricity,NS,18055.7956,4413.640631
facilities,Agriculture and Agri-Food Canada,FY 2005-06,2,electricity,electricity,NB,19328.80862,2147.645158
facilities,Agriculture and Agri-Food Canada,FY 2005-06,1,natural gas,natural gas,NB,19342.9502,966.2937088
facilities,Agriculture and Agri-Food Canada,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,21720.22273,1546.135381
facilities,Agriculture and Agri-Food Canada,FY 2005-06,1,natural gas,natural gas,MB,23628.42542,1171.114634
facilities,Agriculture and Agri-Food Canada,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NS,28838.62267,2052.851379
facilities,Agriculture and Agri-Food Canada,FY 2005-06,2,district heating,district energy - steam,SK,30952.99512,2582.41716
facilities,Agriculture and Agri-Food Canada,FY 2005-06,2,electricity,electricity,BC,42894.07772,297.8755641
facilities,Agriculture and Agri-Food Canada,FY 2005-06,1,natural gas,natural gas,QC,43246.95349,2144.613804
facilities,Agriculture and Agri-Food Canada,FY 2005-06,1,natural gas,natural gas,BC,44464.50521,2250.316036
facilities,Agriculture and Agri-Food Canada,FY 2005-06,2,electricity,electricity,MB,55806.19725,150.3667395
facilities,Agriculture and Agri-Food Canada,FY 2005-06,1,natural gas,natural gas,SK,66219.44689,3183.433179
facilities,Agriculture and Agri-Food Canada,FY 2005-06,2,electricity,electricity,SK,67081.12336,14534.24529
facilities,Agriculture and Agri-Food Canada,FY 2005-06,2,electricity,electricity,QC,78191.01624,84.70692926
facilities,Agriculture and Agri-Food Canada,FY 2005-06,2,electricity,electricity,AB,87984.71763,22240.58061
facilities,Agriculture and Agri-Food Canada,FY 2005-06,2,district heating,district energy - steam,ON,91944.00732,6005.858826
facilities,Agriculture and Agri-Food Canada,FY 2005-06,1,natural gas,natural gas,ON,113052.0408,5609.200412
facilities,Agriculture and Agri-Food Canada,FY 2005-06,1,natural gas,natural gas,AB,136286.8949,6904.506546
facilities,Agriculture and Agri-Food Canada,FY 2005-06,2,electricity,electricity,ON,144281.6581,9217.993212
facilities,Agriculture and Agri-Food Canada,FY 2010-11,1,Liquified petroleum gas,propane,AB,760.26,46.38
facilities,Agriculture and Agri-Food Canada,FY 2010-11,1,Natural gas,natural gas,AB,166357.46,8291.78
facilities,Agriculture and Agri-Food Canada,FY 2010-11,2,Electricity,electricity,AB,89394.32,21603.63
facilities,Agriculture and Agri-Food Canada,FY 2010-11,1,Natural gas,natural gas,BC,45926.19,2289.11
facilities,Agriculture and Agri-Food Canada,FY 2010-11,2,Electricity,electricity,BC,41544.06,276.96
facilities,Agriculture and Agri-Food Canada,FY 2010-11,1,Natural gas,natural gas,MB,23284.74,1160.59
facilities,Agriculture and Agri-Food Canada,FY 2010-11,2,District energy,district heating,MB,18904.83,1569.01
facilities,Agriculture and Agri-Food Canada,FY 2010-11,2,Electricity,electricity,MB,42666.35,27.26
facilities,Agriculture and Agri-Food Canada,FY 2010-11,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NB,373.46,26.58
facilities,Agriculture and Agri-Food Canada,FY 2010-11,1,Liquified petroleum gas,propane,NB,189.9,11.58
facilities,Agriculture and Agri-Food Canada,FY 2010-11,1,Natural gas,natural gas,NB,16367.02,815.78
facilities,Agriculture and Agri-Food Canada,FY 2010-11,2,Electricity,electricity,NB,16209.82,2251.36
facilities,Agriculture and Agri-Food Canada,FY 2010-11,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,4312.82,307.01
facilities,Agriculture and Agri-Food Canada,FY 2010-11,2,Electricity,electricity,NL,2343.19,11.07
facilities,Agriculture and Agri-Food Canada,FY 2010-11,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NS,20059.64,1427.96
facilities,Agriculture and Agri-Food Canada,FY 2010-11,1,Liquified petroleum gas,propane,NS,27.02,1.65
facilities,Agriculture and Agri-Food Canada,FY 2010-11,2,Electricity,electricity,NS,18802.44,3917.17
facilities,Agriculture and Agri-Food Canada,FY 2010-11,1,Natural gas,natural gas,ON,130035.92,6481.4
facilities,Agriculture and Agri-Food Canada,FY 2010-11,2,District energy,district heating,ON,44841,2929.06
facilities,Agriculture and Agri-Food Canada,FY 2010-11,2,Electricity,electricity,ON,106036.36,3829.09
facilities,Agriculture and Agri-Food Canada,FY 2010-11,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,17748.8,1263.46
facilities,Agriculture and Agri-Food Canada,FY 2010-11,2,Electricity,electricity,PE,7252.32,6.85
facilities,Agriculture and Agri-Food Canada,FY 2010-11,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,854.26,60.81
facilities,Agriculture and Agri-Food Canada,FY 2010-11,1,Natural gas,natural gas,QC,51920.73,2587.89
facilities,Agriculture and Agri-Food Canada,FY 2010-11,2,District energy,district heating,QC,19395,1609.69
facilities,Agriculture and Agri-Food Canada,FY 2010-11,2,Electricity,electricity,QC,80966.74,58.48
facilities,Agriculture and Agri-Food Canada,FY 2010-11,1,Liquified petroleum gas,propane,SK,64.49,3.93
facilities,Agriculture and Agri-Food Canada,FY 2010-11,1,Natural gas,natural gas,SK,53465.66,2664.9
facilities,Agriculture and Agri-Food Canada,FY 2010-11,2,District energy,district heating,SK,38438.29,3190.19
facilities,Agriculture and Agri-Food Canada,FY 2010-11,2,Electricity,electricity,SK,64111.2,14246.93
facilities,Agriculture and Agri-Food Canada,FY 2011-12,1,Natural gas,natural gas,AB,144456.64,7200.18
facilities,Agriculture and Agri-Food Canada,FY 2011-12,2,Electricity,electricity,AB,88414.64,17682.93
facilities,Agriculture and Agri-Food Canada,FY 2011-12,1,Natural gas,natural gas,BC,45362.09,2260.99
facilities,Agriculture and Agri-Food Canada,FY 2011-12,2,Electricity,electricity,BC,41784.27,162.49
facilities,Agriculture and Agri-Food Canada,FY 2011-12,1,Natural gas,natural gas,MB,20219.07,1007.78
facilities,Agriculture and Agri-Food Canada,FY 2011-12,2,District energy,district heating,MB,18589,1542.79
facilities,Agriculture and Agri-Food Canada,FY 2011-12,2,Electricity,electricity,MB,45228.3,38.95
facilities,Agriculture and Agri-Food Canada,FY 2011-12,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NB,50.32,3.58
facilities,Agriculture and Agri-Food Canada,FY 2011-12,1,Liquified petroleum gas,propane,NB,170.72,10.41
facilities,Agriculture and Agri-Food Canada,FY 2011-12,1,Natural gas,natural gas,NB,17744.99,884.47
facilities,Agriculture and Agri-Food Canada,FY 2011-12,2,Electricity,electricity,NB,16215.35,1981.88
facilities,Agriculture and Agri-Food Canada,FY 2011-12,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,4588.26,326.62
facilities,Agriculture and Agri-Food Canada,FY 2011-12,2,Electricity,electricity,NL,2506.67,14.62
facilities,Agriculture and Agri-Food Canada,FY 2011-12,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NS,22965.1,1634.78
facilities,Agriculture and Agri-Food Canada,FY 2011-12,2,Electricity,electricity,NS,17048,3504.31
facilities,Agriculture and Agri-Food Canada,FY 2011-12,1,Natural gas,natural gas,ON,128871.81,6423.38
facilities,Agriculture and Agri-Food Canada,FY 2011-12,2,District energy,district heating,ON,39472,2578.35
facilities,Agriculture and Agri-Food Canada,FY 2011-12,2,Electricity,electricity,ON,99122.1,2560.65
facilities,Agriculture and Agri-Food Canada,FY 2011-12,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,13465.07,958.52
facilities,Agriculture and Agri-Food Canada,FY 2011-12,1,Liquified petroleum gas,propane,PE,562.06,34.29
facilities,Agriculture and Agri-Food Canada,FY 2011-12,2,Electricity,electricity,PE,7651.94,5.31
facilities,Agriculture and Agri-Food Canada,FY 2011-12,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,1691.72,120.43
facilities,Agriculture and Agri-Food Canada,FY 2011-12,1,Natural gas,natural gas,QC,45925.39,2289.07
facilities,Agriculture and Agri-Food Canada,FY 2011-12,2,District energy,district heating,QC,18283,1517.4
facilities,Agriculture and Agri-Food Canada,FY 2011-12,2,Electricity,electricity,QC,77631.84,49.6
facilities,Agriculture and Agri-Food Canada,FY 2011-12,1,Liquified petroleum gas,propane,SK,134.19,8.19
facilities,Agriculture and Agri-Food Canada,FY 2011-12,1,Natural gas,natural gas,SK,49334.51,2458.99
facilities,Agriculture and Agri-Food Canada,FY 2011-12,2,District energy,district heating,SK,37425,3106.09
facilities,Agriculture and Agri-Food Canada,FY 2011-12,2,Electricity,electricity,SK,63950.78,14388.93
facilities,Agriculture and Agri-Food Canada,FY 2012-13,1,Liquified petroleum gas,propane,AB,1878.46,114.59
facilities,Agriculture and Agri-Food Canada,FY 2012-13,1,Natural gas,natural gas,AB,149991.75,7476.07
facilities,Agriculture and Agri-Food Canada,FY 2012-13,2,Electricity,electricity,AB,88144.3,19587.62
facilities,Agriculture and Agri-Food Canada,FY 2012-13,1,Natural gas,natural gas,BC,43817.11,2183.98
facilities,Agriculture and Agri-Food Canada,FY 2012-13,2,Electricity,electricity,BC,42005.53,136.52
facilities,Agriculture and Agri-Food Canada,FY 2012-13,1,Natural gas,natural gas,MB,23789.42,1185.74
facilities,Agriculture and Agri-Food Canada,FY 2012-13,2,District energy,district cooling,MB,541,24.66
facilities,Agriculture and Agri-Food Canada,FY 2012-13,2,District energy,district heating,MB,23783,1973.87
facilities,Agriculture and Agri-Food Canada,FY 2012-13,2,Electricity,electricity,MB,46680.91,38.9
facilities,Agriculture and Agri-Food Canada,FY 2012-13,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NB,189.85,13.51
facilities,Agriculture and Agri-Food Canada,FY 2012-13,1,Liquified petroleum gas,propane,NB,67.93,4.14
facilities,Agriculture and Agri-Food Canada,FY 2012-13,1,Natural gas,natural gas,NB,16539.99,824.41
facilities,Agriculture and Agri-Food Canada,FY 2012-13,2,Electricity,electricity,NB,15642.59,1824.97
facilities,Agriculture and Agri-Food Canada,FY 2012-13,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,5935.86,422.55
facilities,Agriculture and Agri-Food Canada,FY 2012-13,2,Electricity,electricity,NL,2361.32,13.12
facilities,Agriculture and Agri-Food Canada,FY 2012-13,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NS,19513.53,1389.08
facilities,Agriculture and Agri-Food Canada,FY 2012-13,2,Electricity,electricity,NS,17545.3,3411.59
facilities,Agriculture and Agri-Food Canada,FY 2012-13,1,Natural gas,natural gas,ON,148487.33,7401.08
facilities,Agriculture and Agri-Food Canada,FY 2012-13,2,District energy,district heating,ON,5951,388.73
facilities,Agriculture and Agri-Food Canada,FY 2012-13,2,Electricity,electricity,ON,101275.24,2616.28
facilities,Agriculture and Agri-Food Canada,FY 2012-13,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,11835.09,842.49
facilities,Agriculture and Agri-Food Canada,FY 2012-13,1,Liquified petroleum gas,propane,PE,559.88,34.15
facilities,Agriculture and Agri-Food Canada,FY 2012-13,2,Electricity,electricity,PE,7419.08,45.34
facilities,Agriculture and Agri-Food Canada,FY 2012-13,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,QC,115.32,8.43
facilities,Agriculture and Agri-Food Canada,FY 2012-13,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,893.25,63.59
facilities,Agriculture and Agri-Food Canada,FY 2012-13,1,Natural gas,natural gas,QC,44871.33,2236.53
facilities,Agriculture and Agri-Food Canada,FY 2012-13,2,District energy,district heating,QC,17921,1487.35
facilities,Agriculture and Agri-Food Canada,FY 2012-13,2,Electricity,electricity,QC,79421.02,59.57
facilities,Agriculture and Agri-Food Canada,FY 2012-13,1,Liquified petroleum gas,propane,SK,99.32,6.06
facilities,Agriculture and Agri-Food Canada,FY 2012-13,1,Natural gas,natural gas,SK,45290.2,2257.41
facilities,Agriculture and Agri-Food Canada,FY 2012-13,2,District energy,district heating,SK,37669,3126.34
facilities,Agriculture and Agri-Food Canada,FY 2012-13,2,Electricity,electricity,SK,63389.49,14790.88
facilities,Agriculture and Agri-Food Canada,FY 2013-14,1,Liquified petroleum gas,propane,AB,2087.92,127.37
facilities,Agriculture and Agri-Food Canada,FY 2013-14,1,Natural gas,natural gas,AB,150358.17,7494.33
facilities,Agriculture and Agri-Food Canada,FY 2013-14,2,Electricity,electricity,AB,83159.25,18710.83
facilities,Agriculture and Agri-Food Canada,FY 2013-14,1,Natural gas,natural gas,BC,46527.41,2319.07
facilities,Agriculture and Agri-Food Canada,FY 2013-14,2,Electricity,electricity,BC,38902.23,168.58
facilities,Agriculture and Agri-Food Canada,FY 2013-14,1,Natural gas,natural gas,MB,27790.88,1385.19
facilities,Agriculture and Agri-Food Canada,FY 2013-14,2,District energy,district cooling,MB,1080.9,49.27
facilities,Agriculture and Agri-Food Canada,FY 2013-14,2,District energy,district heating,MB,22870.1,1898.1
facilities,Agriculture and Agri-Food Canada,FY 2013-14,2,Electricity,electricity,MB,45172.32,35.13
facilities,Agriculture and Agri-Food Canada,FY 2013-14,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NB,190.78,13.58
facilities,Agriculture and Agri-Food Canada,FY 2013-14,1,Natural gas,natural gas,NB,17469.94,870.76
facilities,Agriculture and Agri-Food Canada,FY 2013-14,2,Electricity,electricity,NB,14987.71,1207.34
facilities,Agriculture and Agri-Food Canada,FY 2013-14,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,5424.78,386.17
facilities,Agriculture and Agri-Food Canada,FY 2013-14,2,Electricity,electricity,NL,2313.99,13.5
facilities,Agriculture and Agri-Food Canada,FY 2013-14,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NS,19289.19,1373.11
facilities,Agriculture and Agri-Food Canada,FY 2013-14,2,Electricity,electricity,NS,15608.08,3078.26
facilities,Agriculture and Agri-Food Canada,FY 2013-14,1,Natural gas,natural gas,ON,204040.27,10170.02
facilities,Agriculture and Agri-Food Canada,FY 2013-14,2,Electricity,electricity,ON,109567.49,1978.3
facilities,Agriculture and Agri-Food Canada,FY 2013-14,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,15499.59,1103.35
facilities,Agriculture and Agri-Food Canada,FY 2013-14,1,Liquified petroleum gas,propane,PE,593.24,36.19
facilities,Agriculture and Agri-Food Canada,FY 2013-14,2,Electricity,electricity,PE,7224.65,16.05
facilities,Agriculture and Agri-Food Canada,FY 2013-14,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,QC,114.13,8.34
facilities,Agriculture and Agri-Food Canada,FY 2013-14,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,1633.67,116.29
facilities,Agriculture and Agri-Food Canada,FY 2013-14,1,Natural gas,natural gas,QC,46158.55,2300.69
facilities,Agriculture and Agri-Food Canada,FY 2013-14,2,District energy,district heating,QC,17428.1,1446.45
facilities,Agriculture and Agri-Food Canada,FY 2013-14,2,Electricity,electricity,QC,77615.01,43.12
facilities,Agriculture and Agri-Food Canada,FY 2013-14,1,Liquified petroleum gas,propane,SK,104.33,6.36
facilities,Agriculture and Agri-Food Canada,FY 2013-14,1,Natural gas,natural gas,SK,47776.68,2381.34
facilities,Agriculture and Agri-Food Canada,FY 2013-14,2,District energy,district heating,SK,40256.3,3341.07
facilities,Agriculture and Agri-Food Canada,FY 2013-14,2,Electricity,electricity,SK,61295.88,12088.91
facilities,Agriculture and Agri-Food Canada,FY 2014-15,1,Liquified petroleum gas,propane,AB,512.65,31.27
facilities,Agriculture and Agri-Food Canada,FY 2014-15,1,Natural gas,natural gas,AB,130168.68,6488.02
facilities,Agriculture and Agri-Food Canada,FY 2014-15,2,Electricity,electricity,AB,83208.28,17335.06
facilities,Agriculture and Agri-Food Canada,FY 2014-15,1,Natural gas,natural gas,BC,45966.6,2291.12
facilities,Agriculture and Agri-Food Canada,FY 2014-15,2,Electricity,electricity,BC,39568.85,164.87
facilities,Agriculture and Agri-Food Canada,FY 2014-15,1,Natural gas,natural gas,MB,25002.48,1246.2
facilities,Agriculture and Agri-Food Canada,FY 2014-15,2,Electricity,electricity,MB,24864.12,21.41
facilities,Agriculture and Agri-Food Canada,FY 2014-15,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NB,280.53,19.97
facilities,Agriculture and Agri-Food Canada,FY 2014-15,1,Natural gas,natural gas,NB,17912.91,892.84
facilities,Agriculture and Agri-Food Canada,FY 2014-15,2,Electricity,electricity,NB,14823.77,1194.14
facilities,Agriculture and Agri-Food Canada,FY 2014-15,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,5242.51,373.19
facilities,Agriculture and Agri-Food Canada,FY 2014-15,2,Electricity,electricity,NL,2279.37,18.99
facilities,Agriculture and Agri-Food Canada,FY 2014-15,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NS,2604.54,190.41
facilities,Agriculture and Agri-Food Canada,FY 2014-15,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NS,19155.23,1363.58
facilities,Agriculture and Agri-Food Canada,FY 2014-15,1,Liquified petroleum gas,propane,NS,25.54,1.56
facilities,Agriculture and Agri-Food Canada,FY 2014-15,2,Electricity,electricity,NS,17118.18,3233.43
facilities,Agriculture and Agri-Food Canada,FY 2014-15,1,Natural gas,natural gas,ON,206206.71,10278
facilities,Agriculture and Agri-Food Canada,FY 2014-15,2,Electricity,electricity,ON,102513.87,1082.09
facilities,Agriculture and Agri-Food Canada,FY 2014-15,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,16582.16,1180.41
facilities,Agriculture and Agri-Food Canada,FY 2014-15,1,Liquified petroleum gas,propane,PE,747.32,45.59
facilities,Agriculture and Agri-Food Canada,FY 2014-15,2,Electricity,electricity,PE,7074.84,13.76
facilities,Agriculture and Agri-Food Canada,FY 2014-15,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,QC,141.96,10.38
facilities,Agriculture and Agri-Food Canada,FY 2014-15,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,1305.79,92.95
facilities,Agriculture and Agri-Food Canada,FY 2014-15,1,Natural gas,natural gas,QC,44881.89,2237.06
facilities,Agriculture and Agri-Food Canada,FY 2014-15,2,District energy,district heating,QC,18055,1498.47
facilities,Agriculture and Agri-Food Canada,FY 2014-15,2,Electricity,electricity,QC,77573.31,30.17
facilities,Agriculture and Agri-Food Canada,FY 2014-15,1,Liquified petroleum gas,propane,SK,111.11,6.78
facilities,Agriculture and Agri-Food Canada,FY 2014-15,1,Natural gas,natural gas,SK,48808.02,2432.75
facilities,Agriculture and Agri-Food Canada,FY 2014-15,2,District energy,district heating,SK,32335,2683.64
facilities,Agriculture and Agri-Food Canada,FY 2014-15,2,Electricity,electricity,SK,58376.06,12323.83
facilities,Agriculture and Agri-Food Canada,FY 2015-16,1,Natural gas,natural gas,AB,122401.7,6100.89
facilities,Agriculture and Agri-Food Canada,FY 2015-16,2,Electricity,electricity,AB,82904.46,18192.92
facilities,Agriculture and Agri-Food Canada,FY 2015-16,1,Natural gas,natural gas,BC,47592,2372.14
facilities,Agriculture and Agri-Food Canada,FY 2015-16,2,Electricity,electricity,BC,39476.24,141.46
facilities,Agriculture and Agri-Food Canada,FY 2015-16,1,Natural gas,natural gas,MB,19428.7,968.39
facilities,Agriculture and Agri-Food Canada,FY 2015-16,2,Electricity,electricity,MB,27385.45,25.86
facilities,Agriculture and Agri-Food Canada,FY 2015-16,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NB,233.54,16.62
facilities,Agriculture and Agri-Food Canada,FY 2015-16,1,Natural gas,natural gas,NB,15278.75,761.54
facilities,Agriculture and Agri-Food Canada,FY 2015-16,2,Electricity,electricity,NB,14448.93,1123.81
facilities,Agriculture and Agri-Food Canada,FY 2015-16,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,5207.85,370.72
facilities,Agriculture and Agri-Food Canada,FY 2015-16,2,Electricity,electricity,NL,2313.86,20.57
facilities,Agriculture and Agri-Food Canada,FY 2015-16,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NS,1366.05,99.87
facilities,Agriculture and Agri-Food Canada,FY 2015-16,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NS,19118,1360.93
facilities,Agriculture and Agri-Food Canada,FY 2015-16,1,Liquified petroleum gas,propane,NS,23.94,1.46
facilities,Agriculture and Agri-Food Canada,FY 2015-16,2,Electricity,electricity,NS,17532.71,2922.12
facilities,Agriculture and Agri-Food Canada,FY 2015-16,1,Natural gas,natural gas,ON,168759.62,8411.52
facilities,Agriculture and Agri-Food Canada,FY 2015-16,2,Electricity,electricity,ON,113194.12,1257.71
facilities,Agriculture and Agri-Food Canada,FY 2015-16,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,14360.04,1022.23
facilities,Agriculture and Agri-Food Canada,FY 2015-16,1,Liquified petroleum gas,propane,PE,703.97,42.94
facilities,Agriculture and Agri-Food Canada,FY 2015-16,2,Electricity,electricity,PE,7565.37,42.03
facilities,Agriculture and Agri-Food Canada,FY 2015-16,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,791.05,56.31
facilities,Agriculture and Agri-Food Canada,FY 2015-16,1,Natural gas,natural gas,QC,44004.39,2193.32
facilities,Agriculture and Agri-Food Canada,FY 2015-16,2,District energy,district heating,QC,36421,3022.76
facilities,Agriculture and Agri-Food Canada,FY 2015-16,2,Electricity,electricity,QC,80338.76,26.78
facilities,Agriculture and Agri-Food Canada,FY 2015-16,1,Liquified petroleum gas,propane,SK,118.63,7.24
facilities,Agriculture and Agri-Food Canada,FY 2015-16,1,Natural gas,natural gas,SK,41269.95,2057.03
facilities,Agriculture and Agri-Food Canada,FY 2015-16,2,District energy,district heating,SK,60269,5002.03
facilities,Agriculture and Agri-Food Canada,FY 2015-16,2,Electricity,electricity,SK,57758.82,10589.12
facilities,Agriculture and Agri-Food Canada,FY 2016-17,1,Natural gas,natural gas,AB,128658.97,6412.77
facilities,Agriculture and Agri-Food Canada,FY 2016-17,2,Electricity,electricity,AB,82715.46,18151.45
facilities,Agriculture and Agri-Food Canada,FY 2016-17,1,Natural gas,natural gas,BC,86633.23,4318.08
facilities,Agriculture and Agri-Food Canada,FY 2016-17,2,Electricity,electricity,BC,38091.92,136.5
facilities,Agriculture and Agri-Food Canada,FY 2016-17,1,Natural gas,natural gas,MB,19583.38,976.1
facilities,Agriculture and Agri-Food Canada,FY 2016-17,2,Electricity,electricity,MB,28860.7,27.26
facilities,Agriculture and Agri-Food Canada,FY 2016-17,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NB,226.17,16.1
facilities,Agriculture and Agri-Food Canada,FY 2016-17,1,Natural gas,natural gas,NB,15163.01,755.77
facilities,Agriculture and Agri-Food Canada,FY 2016-17,2,Electricity,electricity,NB,15110.5,1175.26
facilities,Agriculture and Agri-Food Canada,FY 2016-17,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,3385.3,240.98
facilities,Agriculture and Agri-Food Canada,FY 2016-17,2,Electricity,electricity,NL,2450.77,21.78
facilities,Agriculture and Agri-Food Canada,FY 2016-17,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NS,2198.46,160.72
facilities,Agriculture and Agri-Food Canada,FY 2016-17,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NS,21940.35,1561.84
facilities,Agriculture and Agri-Food Canada,FY 2016-17,1,Liquified petroleum gas,propane,NS,55.91,3.41
facilities,Agriculture and Agri-Food Canada,FY 2016-17,2,Electricity,electricity,NS,17133.97,2855.66
facilities,Agriculture and Agri-Food Canada,FY 2016-17,1,Natural gas,natural gas,ON,169412.18,8444.04
facilities,Agriculture and Agri-Food Canada,FY 2016-17,2,Electricity,electricity,ON,118235.72,1313.73
facilities,Agriculture and Agri-Food Canada,FY 2016-17,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,16510.1,1175.28
facilities,Agriculture and Agri-Food Canada,FY 2016-17,1,Liquified petroleum gas,propane,PE,756.29,46.14
facilities,Agriculture and Agri-Food Canada,FY 2016-17,2,Electricity,electricity,PE,7256.97,40.32
facilities,Agriculture and Agri-Food Canada,FY 2016-17,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,593.8,42.27
facilities,Agriculture and Agri-Food Canada,FY 2016-17,1,Natural gas,natural gas,QC,46248.42,2305.17
facilities,Agriculture and Agri-Food Canada,FY 2016-17,2,District energy,district heating,QC,15983,1326.51
facilities,Agriculture and Agri-Food Canada,FY 2016-17,2,Electricity,electricity,QC,80243.02,26.75
facilities,Agriculture and Agri-Food Canada,FY 2016-17,1,Liquified petroleum gas,propane,SK,132.5,8.08
facilities,Agriculture and Agri-Food Canada,FY 2016-17,1,Natural gas,natural gas,SK,44031.71,2194.68
facilities,Agriculture and Agri-Food Canada,FY 2016-17,2,District energy,district heating,SK,32170,2669.95
facilities,Agriculture and Agri-Food Canada,FY 2016-17,2,Electricity,electricity,SK,60101.68,9827.35
