GHG source,Federal organization,Fiscal year,GHG scope,Energy category,Energy type,Location,Energy use (GJ),Emissions (t)
facilities,Canada Border Services Agency,FY 2016-17,1,Liquified petroleum gas,propane,AB,55,3.36
facilities,Canada Border Services Agency,FY 2016-17,1,Natural gas,natural gas,AB,15865.73,790.8
facilities,Canada Border Services Agency,FY 2016-17,2,Electricity,electricity,AB,9969.53,2187.76
facilities,Canada Border Services Agency,FY 2016-17,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,BC,3674.81,268.65
facilities,Canada Border Services Agency,FY 2016-17,1,Liquified petroleum gas,propane,BC,490.53,29.92
facilities,Canada Border Services Agency,FY 2016-17,1,Natural gas,natural gas,BC,7703.88,383.99
facilities,Canada Border Services Agency,FY 2016-17,2,Electricity,electricity,BC,21745.94,77.92
facilities,Canada Border Services Agency,FY 2016-17,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,MB,5.94,0.43
facilities,Canada Border Services Agency,FY 2016-17,1,Liquified petroleum gas,propane,MB,87.85,5.36
facilities,Canada Border Services Agency,FY 2016-17,1,Natural gas,natural gas,MB,1838.32,91.63
facilities,Canada Border Services Agency,FY 2016-17,2,Electricity,electricity,MB,8821.29,8.33
facilities,Canada Border Services Agency,FY 2016-17,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NB,97.93,7.16
facilities,Canada Border Services Agency,FY 2016-17,1,Liquified petroleum gas,propane,NB,290.13,17.7
facilities,Canada Border Services Agency,FY 2016-17,2,Electricity,electricity,NB,9823.91,764.08
facilities,Canada Border Services Agency,FY 2016-17,1,Liquified petroleum gas,propane,ON,570.84,34.82
facilities,Canada Border Services Agency,FY 2016-17,1,Natural gas,natural gas,ON,1175.96,58.61
facilities,Canada Border Services Agency,FY 2016-17,2,Electricity,electricity,ON,6250.16,69.45
facilities,Canada Border Services Agency,FY 2016-17,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,QC,430.49,31.47
facilities,Canada Border Services Agency,FY 2016-17,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,10064.56,716.45
facilities,Canada Border Services Agency,FY 2016-17,1,Liquified petroleum gas,propane,QC,23.87,1.46
facilities,Canada Border Services Agency,FY 2016-17,1,Natural gas,natural gas,QC,27009.95,1346.26
facilities,Canada Border Services Agency,FY 2016-17,2,Electricity,electricity,QC,59368.34,19.79
facilities,Canada Border Services Agency,FY 2016-17,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,SK,4.1,0.3
facilities,Canada Border Services Agency,FY 2016-17,1,Liquified petroleum gas,propane,SK,497.54,30.35
facilities,Canada Border Services Agency,FY 2016-17,1,Natural gas,natural gas,SK,1935.04,96.45
facilities,Canada Border Services Agency,FY 2016-17,2,Electricity,electricity,SK,4199.7,769.94
facilities,Canada Border Services Agency,FY 2016-17,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,YT,3241.67,236.99
facilities,Canada Border Services Agency,FY 2016-17,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,YT,2737.3,194.86
facilities,Canada Border Services Agency,FY 2016-17,2,Electricity,electricity,YT,856.88,9.76
facilities,Canada Border Services Agency,FY 2017-18,1,natural gas,natural gas,AB,14053.02023,711.9478427
facilities,Canada Border Services Agency,FY 2017-18,2,electricity,electricity,AB,10032.09704,1598.257309
facilities,Canada Border Services Agency,FY 2017-18,1,liquified petroleum gas,propane,AB,134.9756603,8.23555392
facilities,Canada Border Services Agency,FY 2017-18,2,electricity,electricity,BC,19062.08751,50.30272799
facilities,Canada Border Services Agency,FY 2017-18,1,natural gas,natural gas,BC,8720.614012,441.3440209
facilities,Canada Border Services Agency,FY 2017-18,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,BC,1233.451286,86.59968233
facilities,Canada Border Services Agency,FY 2017-18,1,liquified petroleum gas,propane,BC,346.6709702,21.1521693
facilities,Canada Border Services Agency,FY 2017-18,2,electricity,electricity,MB,9579.77234,5.055990706
facilities,Canada Border Services Agency,FY 2017-18,1,natural gas,natural gas,MB,811.6858635,40.23022246
facilities,Canada Border Services Agency,FY 2017-18,2,electricity,electricity,NB,9701.960458,700.6971875
facilities,Canada Border Services Agency,FY 2017-18,1,liquified petroleum gas,propane,NB,922.8835408,56.3098389
facilities,Canada Border Services Agency,FY 2017-18,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NB,45.38932973,3.186750136
facilities,Canada Border Services Agency,FY 2017-18,2,electricity,electricity,ON,6162.008657,34.2333798
facilities,Canada Border Services Agency,FY 2017-18,1,natural gas,natural gas,ON,1428.551768,70.87910753
facilities,Canada Border Services Agency,FY 2017-18,1,liquified petroleum gas,propane,ON,1302.250305,79.45689821
facilities,Canada Border Services Agency,FY 2017-18,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,ON,65.85685647,4.623760298
facilities,Canada Border Services Agency,FY 2017-18,2,electricity,electricity,QC,57413.63622,19.1378852
facilities,Canada Border Services Agency,FY 2017-18,1,natural gas,natural gas,QC,33439.72998,1658.27343
facilities,Canada Border Services Agency,FY 2017-18,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,7662.367036,545.4386869
facilities,Canada Border Services Agency,FY 2017-18,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,QC,200.799223,14.09796271
facilities,Canada Border Services Agency,FY 2017-18,1,liquified petroleum gas,propane,QC,66.28689289,4.044502348
facilities,Canada Border Services Agency,FY 2017-18,2,electricity,electricity,SK,4022.200541,737.4033512
facilities,Canada Border Services Agency,FY 2017-18,1,natural gas,natural gas,SK,2124.106452,102.1142692
facilities,Canada Border Services Agency,FY 2017-18,1,liquified petroleum gas,propane,SK,666.3007789,40.65441045
facilities,Canada Border Services Agency,FY 2017-18,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,YT,4309.208092,302.5463262
facilities,Canada Border Services Agency,FY 2017-18,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,YT,2737.301849,194.8523397
facilities,Canada Border Services Agency,FY 2017-18,2,electricity,electricity,YT,1672.415401,22.76344019
facilities,Canada Border Services Agency,FY 2018-19,1,natural gas,natural gas,AB,10566.80914,535.3310347
facilities,Canada Border Services Agency,FY 2018-19,2,electricity,electricity,AB,8699.591967,1279.847652
facilities,Canada Border Services Agency,FY 2018-19,1,liquified petroleum gas,propane,AB,50.80982554,3.100166209
facilities,Canada Border Services Agency,FY 2018-19,1,natural gas,natural gas,BC,37567.06718,1901.241881
facilities,Canada Border Services Agency,FY 2018-19,2,electricity,electricity,BC,21793.2418,74.46023619
facilities,Canada Border Services Agency,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,BC,592.5738945,41.6041708
facilities,Canada Border Services Agency,FY 2018-19,2,electricity,electricity,MB,9487.546508,3.426059064
facilities,Canada Border Services Agency,FY 2018-19,1,natural gas,natural gas,MB,1053.603996,52.22062492
facilities,Canada Border Services Agency,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,MB,24.31283391,1.706986226
facilities,Canada Border Services Agency,FY 2018-19,2,electricity,electricity,NB,16136.39573,1299.876308
facilities,Canada Border Services Agency,FY 2018-19,1,liquified petroleum gas,propane,NB,386.7569523,23.59801936
facilities,Canada Border Services Agency,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NB,71.65164044,5.030607831
facilities,Canada Border Services Agency,FY 2018-19,2,electricity,electricity,ON,6112.652724,49.24080316
facilities,Canada Border Services Agency,FY 2018-19,1,natural gas,natural gas,ON,1538.476767,76.33318105
facilities,Canada Border Services Agency,FY 2018-19,1,liquified petroleum gas,propane,ON,1231.351471,75.1310668
facilities,Canada Border Services Agency,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,ON,42.62407231,2.992604315
facilities,Canada Border Services Agency,FY 2018-19,2,electricity,electricity,QC,55208.59176,19.93643729
facilities,Canada Border Services Agency,FY 2018-19,1,natural gas,natural gas,QC,35131.12622,1742.15094
facilities,Canada Border Services Agency,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,10743.3128,764.7535789
facilities,Canada Border Services Agency,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,QC,1324.554756,92.99598257
facilities,Canada Border Services Agency,FY 2018-19,1,liquified petroleum gas,propane,QC,119.0480772,7.263729665
facilities,Canada Border Services Agency,FY 2018-19,2,electricity,electricity,SK,2932.786671,553.9708252
facilities,Canada Border Services Agency,FY 2018-19,1,natural gas,natural gas,SK,1140.179774,54.81299249
facilities,Canada Border Services Agency,FY 2018-19,1,liquified petroleum gas,propane,SK,361.1736569,22.03704551
facilities,Canada Border Services Agency,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,YT,1822.331192,129.7210197
facilities,Canada Border Services Agency,FY 2018-19,2,electricity,electricity,YT,1638.910892,31.41244793
facilities,Canada Border Services Agency,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,YT,1099.175636,77.17230749
facilities,Canada Border Services Agency,FY 2018-19,1,liquified petroleum gas,propane,YT,38.87615657,2.372032911
facilities,Canada Border Services Agency,FY 2019-20,1,natural gas,natural gas,AB,10415.84608,527.6831598
facilities,Canada Border Services Agency,FY 2019-20,2,electricity,electricity,AB,7043.040041,1017.442281
facilities,Canada Border Services Agency,FY 2019-20,2,electricity,electricity,BC,22558.66984,74.31907988
facilities,Canada Border Services Agency,FY 2019-20,1,natural gas,natural gas,BC,11345.77301,574.2014776
facilities,Canada Border Services Agency,FY 2019-20,1,liquified petroleum gas,propane,BC,2233.065972,136.2507023
facilities,Canada Border Services Agency,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,BC,623.6619577,43.78681161
facilities,Canada Border Services Agency,FY 2019-20,2,electricity,electricity,MB,10689.77229,3.860196472
facilities,Canada Border Services Agency,FY 2019-20,1,natural gas,natural gas,MB,2608.533508,129.2888489
facilities,Canada Border Services Agency,FY 2019-20,2,electricity,electricity,NB,15355.4394,1236.966115
facilities,Canada Border Services Agency,FY 2019-20,1,liquified petroleum gas,propane,NB,253.2695923,15.45326686
facilities,Canada Border Services Agency,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NB,124.1915777,8.719396561
facilities,Canada Border Services Agency,FY 2019-20,2,electricity,electricity,ON,5847.169038,47.102181
facilities,Canada Border Services Agency,FY 2019-20,1,natural gas,natural gas,ON,1334.365589,66.20599061
facilities,Canada Border Services Agency,FY 2019-20,1,liquified petroleum gas,propane,ON,1154.488029,70.44117445
facilities,Canada Border Services Agency,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,ON,78.90947485,5.540174693
facilities,Canada Border Services Agency,FY 2019-20,2,electricity,electricity,QC,54759.94367,19.77442598
facilities,Canada Border Services Agency,FY 2019-20,1,natural gas,natural gas,QC,32828.73584,1627.974884
facilities,Canada Border Services Agency,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,5361.074573,381.6231909
facilities,Canada Border Services Agency,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,QC,663.0915959,46.55516999
facilities,Canada Border Services Agency,FY 2019-20,1,liquified petroleum gas,propane,QC,42.58154297,2.598116219
facilities,Canada Border Services Agency,FY 2019-20,2,electricity,electricity,SK,3845.215564,726.3185274
facilities,Canada Border Services Agency,FY 2019-20,1,natural gas,natural gas,SK,2800.142315,134.6140264
facilities,Canada Border Services Agency,FY 2019-20,1,liquified petroleum gas,propane,SK,395.0688157,24.10516444
facilities,Canada Border Services Agency,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,YT,1831.456879,130.3706417
facilities,Canada Border Services Agency,FY 2019-20,2,electricity,electricity,YT,1551.922798,29.7451973
facilities,Canada Border Services Agency,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,YT,1206.656532,84.71844864
facilities,Canada Border Services Agency,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,ON,36.77948236,2.582259893
facilities,Canada Border Services Agency,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,MB,36.8982203,2.59059567
facilities,Canada Border Services Agency,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NB,120.5722191,8.465285547
facilities,Canada Border Services Agency,FY 2020-21,1,liquified petroleum gas,propane,NB,228.1291551,13.91932038
facilities,Canada Border Services Agency,FY 2020-21,1,liquified petroleum gas,propane,SK,626.3464799,38.21660185
facilities,Canada Border Services Agency,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,QC,735.1416199,51.6137437
facilities,Canada Border Services Agency,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,BC,825.8591789,57.98293239
facilities,Canada Border Services Agency,FY 2020-21,1,liquified petroleum gas,propane,ON,1022.992653,62.41797733
facilities,Canada Border Services Agency,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,YT,1174.668999,82.47257423
facilities,Canada Border Services Agency,FY 2020-21,1,natural gas,natural gas,ON,1489.348339,73.89562982
facilities,Canada Border Services Agency,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,YT,1530.501236,108.9473124
facilities,Canada Border Services Agency,FY 2020-21,2,electricity,electricity,YT,1749.707848,107.3377006
facilities,Canada Border Services Agency,FY 2020-21,1,liquified petroleum gas,propane,BC,2061.757856,125.7983063
facilities,Canada Border Services Agency,FY 2020-21,1,natural gas,natural gas,MB,2807.14917,139.1329756
facilities,Canada Border Services Agency,FY 2020-21,1,natural gas,natural gas,SK,3073.070258,147.7347624
facilities,Canada Border Services Agency,FY 2020-21,2,electricity,electricity,SK,4208.942642,771.6396601
facilities,Canada Border Services Agency,FY 2020-21,2,electricity,electricity,ON,5535.859534,46.13216164
facilities,Canada Border Services Agency,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,7432.250977,529.0581331
facilities,Canada Border Services Agency,FY 2020-21,2,electricity,electricity,AB,7522.684525,1091.922353
facilities,Canada Border Services Agency,FY 2020-21,1,natural gas,natural gas,AB,9325.175646,472.4279846
facilities,Canada Border Services Agency,FY 2020-21,2,electricity,electricity,MB,9597.780905,3.199260208
facilities,Canada Border Services Agency,FY 2020-21,1,natural gas,natural gas,BC,12974.22535,656.6164426
facilities,Canada Border Services Agency,FY 2020-21,2,electricity,electricity,NB,14598.61566,1054.344302
facilities,Canada Border Services Agency,FY 2020-21,2,electricity,electricity,BC,26551.14533,115.0233722
facilities,Canada Border Services Agency,FY 2020-21,1,natural gas,natural gas,QC,34242.50024,1698.083008
facilities,Canada Border Services Agency,FY 2020-21,2,electricity,electricity,QC,54312.13936,18.10404372
facilities,Canadian Food Inspection Agency,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,SK,78.29130745,5.496772945
facilities,Canadian Food Inspection Agency,FY 2005-06,1,liquified petroleum gas,propane,BC,91.72443199,5.596575767
facilities,Canadian Food Inspection Agency,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,QC,98.04797411,6.883873999
facilities,Canadian Food Inspection Agency,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,BC,121.9226513,8.560098439
facilities,Canadian Food Inspection Agency,FY 2005-06,2,electricity,electricity,NB,125.5679569,13.95199871
facilities,Canadian Food Inspection Agency,FY 2005-06,2,electricity,electricity,MB,306.935331,0.827019812
facilities,Canadian Food Inspection Agency,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,AB,388.4171848,27.27048016
facilities,Canadian Food Inspection Agency,FY 2005-06,1,liquified petroleum gas,propane,ON,394.6579552,24.08007669
facilities,Canadian Food Inspection Agency,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,805.9474068,57.37063885
facilities,Canadian Food Inspection Agency,FY 2005-06,2,electricity,electricity,NL,820.1942315,4.556635745
facilities,Canadian Food Inspection Agency,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",heavy fuel oil,ON,2915.786041,217.7958126
facilities,Canadian Food Inspection Agency,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,4364.621056,310.6916552
facilities,Canadian Food Inspection Agency,FY 2005-06,2,electricity,electricity,SK,6302.060122,1365.446847
facilities,Canadian Food Inspection Agency,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,7607.528015,541.5351563
facilities,Canadian Food Inspection Agency,FY 2005-06,2,electricity,electricity,NS,8040.921204,1965.558426
facilities,Canadian Food Inspection Agency,FY 2005-06,2,district heating,district energy - steam,PE,10285.4375,917.807785
facilities,Canadian Food Inspection Agency,FY 2005-06,2,electricity,electricity,QC,10378.72576,11.2436204
facilities,Canadian Food Inspection Agency,FY 2005-06,1,natural gas,natural gas,BC,11839.74709,599.2011662
facilities,Canadian Food Inspection Agency,FY 2005-06,1,natural gas,natural gas,SK,12098.6563,581.6305215
facilities,Canadian Food Inspection Agency,FY 2005-06,2,electricity,electricity,PE,12991.58057,1443.508835
facilities,Canadian Food Inspection Agency,FY 2005-06,1,natural gas,natural gas,NS,13155.55804,657.1970711
facilities,Canadian Food Inspection Agency,FY 2005-06,1,natural gas,natural gas,QC,13236.16943,656.3811455
facilities,Canadian Food Inspection Agency,FY 2005-06,2,electricity,electricity,BC,13553.81986,94.1237148
facilities,Canadian Food Inspection Agency,FY 2005-06,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NS,14470.38184,1030.060944
facilities,Canadian Food Inspection Agency,FY 2005-06,2,electricity,electricity,AB,27530.35266,6959.061783
facilities,Canadian Food Inspection Agency,FY 2005-06,2,electricity,electricity,ON,37201.37444,2376.753863
facilities,Canadian Food Inspection Agency,FY 2005-06,1,natural gas,natural gas,AB,60809.23914,3080.689728
facilities,Canadian Food Inspection Agency,FY 2005-06,1,natural gas,natural gas,ON,77224.34862,3831.568791
facilities,Canadian Food Inspection Agency,FY 2018-19,1,natural gas,natural gas,AB,63574.55164,3220.785614
facilities,Canadian Food Inspection Agency,FY 2018-19,2,electricity,electricity,AB,24685.24805,2746.065086
facilities,Canadian Food Inspection Agency,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,AB,321.605031,22.57964921
facilities,Canadian Food Inspection Agency,FY 2018-19,1,natural gas,natural gas,BC,15446.98871,781.7607288
facilities,Canadian Food Inspection Agency,FY 2018-19,2,electricity,electricity,BC,12538.26396,42.83905319
facilities,Canadian Food Inspection Agency,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,BC,76.7646966,5.389592081
facilities,Canadian Food Inspection Agency,FY 2018-19,2,electricity,electricity,MB,3.05639948,0.0011037
facilities,Canadian Food Inspection Agency,FY 2018-19,2,electricity,electricity,NB,96.19199467,7.748799145
facilities,Canadian Food Inspection Agency,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,3465.744072,246.7059019
facilities,Canadian Food Inspection Agency,FY 2018-19,2,electricity,electricity,NL,748.8358331,5.408260921
facilities,Canadian Food Inspection Agency,FY 2018-19,1,natural gas,natural gas,NS,12023.31897,600.6353226
facilities,Canadian Food Inspection Agency,FY 2018-19,2,electricity,electricity,NS,7782.910095,1556.582664
facilities,Canadian Food Inspection Agency,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NS,202.140192,14.38917196
facilities,Canadian Food Inspection Agency,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NS,45.95999646,3.226815969
facilities,Canadian Food Inspection Agency,FY 2018-19,1,natural gas,natural gas,ON,77854.53103,3862.836164
facilities,Canadian Food Inspection Agency,FY 2018-19,2,electricity,electricity,ON,34175.10999,275.2995321
facilities,Canadian Food Inspection Agency,FY 2018-19,1,liquified petroleum gas,propane,ON,974.3968964,59.45292568
facilities,Canadian Food Inspection Agency,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",heavy fuel oil,ON,298.775034,22.31712425
facilities,Canadian Food Inspection Agency,FY 2018-19,2,electricity,electricity,PE,12467.51843,1004.328217
facilities,Canadian Food Inspection Agency,FY 2018-19,2,district heating,district energy - steam,PE,8935.199402,731.2569847
facilities,Canadian Food Inspection Agency,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,6677.205688,475.3109207
facilities,Canadian Food Inspection Agency,FY 2018-19,1,natural gas,natural gas,QC,14025.54028,695.5254211
facilities,Canadian Food Inspection Agency,FY 2018-19,2,electricity,electricity,QC,9902.791,3.576008207
facilities,Canadian Food Inspection Agency,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,926.0782547,65.92203665
facilities,Canadian Food Inspection Agency,FY 2018-19,1,natural gas,natural gas,SK,12643.86116,607.840935
facilities,Canadian Food Inspection Agency,FY 2018-19,2,electricity,electricity,SK,5815.761701,1098.533407
facilities,Canadian Food Inspection Agency,FY 2018-19,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,SK,31.52089977,2.213058606
facilities,Canadian Food Inspection Agency,FY 2019-20,1,natural gas,natural gas,AB,62260.70093,3154.223373
facilities,Canadian Food Inspection Agency,FY 2019-20,2,electricity,electricity,AB,24535.59045,2715.707886
facilities,Canadian Food Inspection Agency,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,AB,122.5600026,8.604846165
facilities,Canadian Food Inspection Agency,FY 2019-20,1,natural gas,natural gas,BC,16245.29587,822.1625748
facilities,Canadian Food Inspection Agency,FY 2019-20,2,electricity,electricity,BC,13602.24681,46.47431816
facilities,Canadian Food Inspection Agency,FY 2019-20,1,liquified petroleum gas,propane,BC,15.52514851,0.947269142
facilities,Canadian Food Inspection Agency,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,BC,13.78799617,0.968044952
facilities,Canadian Food Inspection Agency,FY 2019-20,2,electricity,electricity,MB,1.872000154,0.000676
facilities,Canadian Food Inspection Agency,FY 2019-20,2,electricity,electricity,NB,86.3999753,6.959997654
facilities,Canadian Food Inspection Agency,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,3296.671627,234.6706727
facilities,Canadian Food Inspection Agency,FY 2019-20,2,electricity,electricity,NL,703.8717177,5.083519779
facilities,Canadian Food Inspection Agency,FY 2019-20,1,natural gas,natural gas,NS,14848.62512,741.776001
facilities,Canadian Food Inspection Agency,FY 2019-20,2,electricity,electricity,NS,7639.486328,1527.897484
facilities,Canadian Food Inspection Agency,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NS,153.1999626,10.75605619
facilities,Canadian Food Inspection Agency,FY 2019-20,1,natural gas,natural gas,ON,71266.25157,3535.950992
facilities,Canadian Food Inspection Agency,FY 2019-20,2,electricity,electricity,ON,32439.71158,261.3200213
facilities,Canadian Food Inspection Agency,FY 2019-20,1,liquified petroleum gas,propane,ON,1068.003067,65.16434383
facilities,Canadian Food Inspection Agency,FY 2019-20,2,electricity,electricity,PE,12404.87512,999.2818451
facilities,Canadian Food Inspection Agency,FY 2019-20,2,district heating,district energy - steam,PE,8780.40271,718.588028
facilities,Canadian Food Inspection Agency,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,6594.719177,469.4391403
facilities,Canadian Food Inspection Agency,FY 2019-20,1,natural gas,natural gas,QC,12621.28851,625.8888931
facilities,Canadian Food Inspection Agency,FY 2019-20,2,electricity,electricity,QC,9879.010124,3.567420259
facilities,Canadian Food Inspection Agency,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,2340.886124,166.6339073
facilities,Canadian Food Inspection Agency,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,QC,84.25997782,5.915829986
facilities,Canadian Food Inspection Agency,FY 2019-20,1,natural gas,natural gas,SK,12486.38068,600.2702801
facilities,Canadian Food Inspection Agency,FY 2019-20,2,electricity,electricity,SK,5708.552102,1078.282239
facilities,Canadian Food Inspection Agency,FY 2019-20,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,SK,41.40228391,2.906823456
facilities,Canadian Food Inspection Agency,FY 2020-21,2,electricity,electricity,MB,5.04360081,0.001681201
facilities,Canadian Food Inspection Agency,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,SK,20.60539556,1.446689099
facilities,Canadian Food Inspection Agency,FY 2020-21,1,liquified petroleum gas,propane,BC,29.99741292,1.830295235
facilities,Canadian Food Inspection Agency,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,AB,38.30000019,2.689014465
facilities,Canadian Food Inspection Agency,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,BC,38.37659621,2.694392666
facilities,Canadian Food Inspection Agency,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,QC,77.28940058,5.42642805
facilities,Canadian Food Inspection Agency,FY 2020-21,2,electricity,electricity,NB,87.26402855,6.302399516
facilities,Canadian Food Inspection Agency,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,QC,89.06967974,6.340346456
facilities,Canadian Food Inspection Agency,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,NS,285.8482189,20.06919098
facilities,Canadian Food Inspection Agency,FY 2020-21,2,electricity,electricity,NL,676.8145995,5.076109763
facilities,Canadian Food Inspection Agency,FY 2020-21,1,liquified petroleum gas,propane,ON,733.8788986,44.7776649
facilities,Canadian Food Inspection Agency,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",heavy fuel oil,ON,889.5248795,66.44345427
facilities,Canadian Food Inspection Agency,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,NL,2982.105209,212.2785139
facilities,Canadian Food Inspection Agency,FY 2020-21,2,electricity,electricity,SK,3213.935839,589.2217312
facilities,Canadian Food Inspection Agency,FY 2020-21,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,PE,6269.144043,446.2634277
facilities,Canadian Food Inspection Agency,FY 2020-21,2,electricity,electricity,NS,7291.186035,1437.984024
facilities,Canadian Food Inspection Agency,FY 2020-21,2,district heating,district energy - steam,PE,9929.898071,824.1819534
facilities,Canadian Food Inspection Agency,FY 2020-21,2,electricity,electricity,QC,10102.09744,3.367368106
facilities,Canadian Food Inspection Agency,FY 2020-21,1,natural gas,natural gas,SK,11424.30597,549.2120227
facilities,Canadian Food Inspection Agency,FY 2020-21,1,natural gas,natural gas,QC,11576.78973,574.0923119
facilities,Canadian Food Inspection Agency,FY 2020-21,2,electricity,electricity,PE,12260.15753,885.4559021
facilities,Canadian Food Inspection Agency,FY 2020-21,1,natural gas,natural gas,NS,14054.12085,702.0858307
facilities,Canadian Food Inspection Agency,FY 2020-21,2,electricity,electricity,BC,14496.3687,74.89793216
facilities,Canadian Food Inspection Agency,FY 2020-21,2,electricity,electricity,AB,15503.96408,2670.128273
